PID 	TID	Application		Tag			Text
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:25
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:11
3365	3365	de.ecspride		no exception			de.ecspride.Button2Listener.java:15
3365	3365	de.ecspride		no exception			de.ecspride.Button2Listener.java:17
3365	3365	de.ecspride		no exception			de.ecspride.MainActivity.java:14
3365	3365	de.ecspride		no exception			de.ecspride.MainActivity.java:28
3365	3365	de.ecspride		no exception			de.ecspride.Button2Listener.java:15
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:11
3365	3365	de.ecspride		no exception			de.ecspride.MainActivity.java:13
3365	3365	de.ecspride		no exception			de.ecspride.MainActivity.java:22
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:6
3365	3365	de.ecspride		no exception			de.ecspride.Button2Listener.java:3
3365	3365	de.ecspride		exception occurred		de.ecspride.MainActivity.java:29
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:26
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:27
3365	3365	de.ecspride		no exception			de.ecspride.MainActivity.java:13
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:8
3365	3365	de.ecspride		no exception			de.ecspride.MainActivity.java:28
3365	3365	de.ecspride		no exception			de.ecspride.Button2Listener.java:19
3365	3365	de.ecspride		no exception			de.ecspride.MainActivity.java:19
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:34
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:29
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:33
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:7
3365	3365	de.ecspride		no exception			de.ecspride.MainActivity.java:6
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:17
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:31
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:20
3365	3365	de.ecspride		no exception			de.ecspride.Button2Listener.java:3
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:35
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:40
3365	3365	de.ecspride		no exception			de.ecspride.Button2Listener.java:11
3365	3365	de.ecspride		no exception			de.ecspride.Button2Listener.java:20
3365	3365	de.ecspride		exception occurred		de.ecspride.MainActivity.java:4
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:34
3365	3365	de.ecspride		no exception			de.ecspride.MainActivity.java:25
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:17
3365	3365	de.ecspride		no exception			de.ecspride.MainActivity.java:5
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:10
3365	3365	de.ecspride		no exception			de.ecspride.Button2Listener.java:16
3365	3365	de.ecspride		no exception			de.ecspride.MainActivity.java:20
3365	3365	de.ecspride		no exception			de.ecspride.Button2Listener.java:10
3365	3365	de.ecspride		no exception			de.ecspride.MainActivity.java:2
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:15
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:28
3365	3365	de.ecspride		exception occurred		de.ecspride.Button2Listener.java:5
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:39
3365	3365	de.ecspride		no exception			de.ecspride.Button2Listener.java:20
3365	3365	de.ecspride		no exception			de.ecspride.Button2Listener.java:19
3365	3365	de.ecspride		no exception			de.ecspride.Button2Listener.java:12
3365	3365	de.ecspride		no exception			de.ecspride.MainActivity.java:9
3365	3365	de.ecspride		exception occurred		de.ecspride.MainActivity.java:10
3365	3365	de.ecspride		no exception			de.ecspride.MainActivity.java:21
3365	3365	de.ecspride		no exception			de.ecspride.MainActivity.java:28
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:32
3365	3365	de.ecspride		exception occurred		de.ecspride.MainActivity.java:19
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:28
3365	3365	de.ecspride		no exception			de.ecspride.Button2Listener.java:17
3365	3365	de.ecspride		no exception			de.ecspride.Button1Listener.java:4
3365	3365	de.ecspride		no exception			de.ecspride.MainActivity.java:3
3365	3365	de.ecspride		no exception			de.ecspride.MainActivity.java:20
3365	3365	de.ecspride		no exception			de.ecspride.MainActivity.java:4
3365	3365	de.ecspride		no exception			de.ecspride.MainActivity.java:26
3365	3365	de.ecspride		no exception			de.ecspride.Button2Listener.java:23
3365	3365	de.ecspride		no exception			de.ecspride.MainActivity.java:13
3365	3365	de.ecspride		no exception			de.ecspride.MainActivity.java:19
3365	3365	de.ecspride		no exception			de.ecspride.Button2Listener.java:19
